INSTNM,CITY,STABBR,CreditBaseline,YearlyEstimatedSavings,ANNUAL AVG,estimatedReturnRate
Jose Maria Vargas University,Pembroke Pines,FL,0.3,14034.42,5310.0,0.125
D A Dorsey Technical College,Miami,FL,0.3,14087.28,5330.0,0.126
Keweenaw Bay Ojibwa Community College,Baraga,MI,0.4,11444.26,4330.0,0.119
Meridian Institute of Surgical Assisting,Nashville,TN,0.3,12712.91,4810.0,0.114
Mauna Loa Helicopters,Kailua Kona,HI,0.3,14853.76,5620.0,0.133
Acaydia School of Aesthetics,Provo,UT,0.3,14853.76,5620.0,0.133
Holistic Massage Training Institute,Baltimore,MD,0.3,12712.91,4810.0,0.114
Diamonds College,Sherman,TX,0.4,13955.13,5280.0,0.145
Northern Virginia School of Therapeutic Massage,Falls Church,VA,0.3,12924.35,4890.0,0.115
Paul Mitchell the School-St Louis,St. Louis,MO,0.3,12845.06,4860.0,0.115
Advanced Training Institute,Las Vegas,NV,0.4,17787.51,6730.0,0.185
Shepherds Theological Seminary,Cary,NC,0.3,13585.11,5140.0,0.121
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,0.3,14351.58,5430.0,0.128
Santa Ana Beauty Academy,Santa Ana,CA,0.4,15778.81,5970.0,0.164
Manna University,Fayetteville,NC,0.3,13637.97,5160.0,0.122
Evolve Beauty Academy,Washing,MO,0.3,12924.35,4890.0,0.115
Aveda Institute-New Mexico,Albuquerque,NM,0.3,17364.62,6570.0,0.155
American Trade School,Saint Ann,MO,0.3,12845.06,4860.0,0.115
Estelle Skin Care and Spa Institute,Skokie,IL,0.4,11787.86,4460.0,0.123
Paul Mitchell the School-Honolulu,Honolulu,HI,0.3,16756.73,6340.0,0.15
Elite Cosmetology School,PALM DESERT,CA,0.4,17761.08,6720.0,0.185
Bergin University of Canine Studies,Penngrove,CA,0.3,14800.9,5600.0,0.132
Aveda Institute-Boise,Boise,ID,0.3,14483.73,5480.0,0.129
Pima Medical Institute-Aurora,Aurora,CO,0.3,15488.08,5860.0,0.138
Capilo School of Hair Design,Augusta,ME,0.3,11840.72,4480.0,0.106
Pure Aesthetics Natural Skincare School,Tucson,AZ,0.4,17655.35,6680.0,0.184
Lindsey Institute of Cosmetology,Bowling Green,KY,0.4,12607.19,4770.0,0.131
Buckner Barber School,Dallas,TX,0.4,13875.84,5250.0,0.145
Simmons College of Kentucky,Louisville,KY,0.3,12422.18,4700.0,0.111
Atelier Esthetique Institute of Esthetics,New York,NY,0.3,12184.31,4610.0,0.109
Advanced College of Cosmetology,Waupun,WI,0.3,11444.26,4330.0,0.102
North American University,Stafford,TX,0.4,13267.95,5020.0,0.138
United Beauty College,Denver,CO,0.4,14668.75,5550.0,0.153
Cinta Aveda Institute,San Francisco,CA,0.4,13109.37,4960.0,0.137
Long Island Nail Skin & Hair Institute,Levittown,NY,0.3,12501.47,4730.0,0.112
Keser Torah-Mayan Hatalmud,Lakewood,NJ,0.3,12633.62,4780.0,0.113
Southern California Health Institute,North Hollywood,CA,0.4,16280.99,6160.0,0.17
Best Care College,East Orange,NJ,0.3,12369.32,4680.0,0.11
First Class Cosmetology School,Beloit,WI,0.3,11735.0,4440.0,0.105
Millennia Atlantic University,Doral,FL,0.3,13743.69,5200.0,0.123
Abcott Institute,Southfield,MI,0.3,11655.71,4410.0,0.104
The Salon Professional Academy-Kenosha,Kenosha,WI,0.4,11814.29,4470.0,0.123
Paul Mitchell the School-Indianapolis,Indianapolis,IN,0.3,12237.17,4630.0,0.109
Taylor Andrews Academy-St George,St. George,UT,0.3,17417.48,6590.0,0.156
Protege Academy,East Lansing,MI,0.3,11497.12,4350.0,0.103
Colorado Academy of Veterinary Technology,Colorado Springs,CO,0.3,15778.81,5970.0,0.141
Northeast Technical Institute,Scarborough,ME,0.3,12105.02,4580.0,0.108
Elite School of Cosmetology,Norwalk,OH,0.4,11391.4,4310.0,0.119
Paul Mitchell the School-Las Vegas,Las Vegas,NV,0.4,17787.51,6730.0,0.185
Summit Salon Academy-Kokomo,Kokomo,IN,0.3,11946.44,4520.0,0.107
Florida Academy,Fort Myers,FL,0.3,14563.02,5510.0,0.13
Institute for Doctoral Studies in the Visual Arts,Portland,ME,0.3,12237.17,4630.0,0.109
State Career College,Gurnee,IL,0.4,12052.16,4560.0,0.126
Academy for Salon Professionals,Northridge,CA,0.4,16228.13,6140.0,0.169
Paul Mitchell the School-Spokane,Spokane Valley,WA,0.3,12342.89,4670.0,0.11
International College of Beauty Arts & Sciences,Los Angeles,CA,0.4,16043.11,6070.0,0.167
The Salon Professional Academy,Plainfield,IL,0.4,11840.72,4480.0,0.123
John Paul the Great Catholic University,Escondido,CA,0.4,16254.56,6150.0,0.169
University of Connecticut-Hartford Campus,Hartford,CT,0.3,11972.87,4530.0,0.107
Ottawa University-Surprise,Surprise,AZ,0.3,17787.51,6730.0,0.159
Chamberlain University-Missouri,St. Louis,MO,0.3,12818.63,4850.0,0.114
Chamberlain University-Texas,Houston,TX,0.4,13135.8,4970.0,0.137
Continental School of Beauty Culture-Mattydale,Mattydale,NY,0.3,11153.53,4220.0,0.1
Carrington College-Ontario,Ontario,CA,0.4,16175.26,6120.0,0.168
Paul Mitchell the School-Columbia,West Columbia,SC,0.3,13717.26,5190.0,0.122
Paul Mitchell the School-Charleston,North Charleston,SC,0.3,13902.27,5260.0,0.124
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,0.3,13928.7,5270.0,0.124
Northwest College-Eugene,Springfield,OR,0.3,11840.72,4480.0,0.106
Northwest College-Tualatin,Tualatin,OR,0.3,10862.8,4110.0,0.097
San Joaquin Valley College-Hanford Classroom,Hanford,CA,0.3,15805.24,5980.0,0.141
CET-Soledad,Soledad,CA,0.3,16043.11,6070.0,0.143
UEI College-Oceanside,Oceanside,CA,0.4,15752.38,5960.0,0.164
Paul Mitchell the School-New Orleans,Metairie,LA,0.4,13796.55,5220.0,0.144
UEI College-Garden Grove,Garden Grove,CA,0.4,15805.24,5980.0,0.165
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,0.3,12105.02,4580.0,0.108
Allen School-Phoenix,Phoenix,AZ,0.3,17813.94,6740.0,0.159
Oklahoma Technical College,Tulsa,OK,0.3,13637.97,5160.0,0.122
Unitech Training Academy-Alexandria,Alexandria,LA,0.3,13452.96,5090.0,0.12
Aveda Institute-Los Angeles,Los Angeles,CA,0.4,15884.53,6010.0,0.165
UEI College-Riverside,Riverside,CA,0.4,16571.72,6270.0,0.173
WellSpring School of Allied Health-Lawrence,Lawrence,KS,0.3,13215.09,5000.0,0.118
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,0.4,13294.38,5030.0,0.138
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,0.4,11840.72,4480.0,0.123
Los Angeles Pacific University,San Dimas,CA,0.4,15884.53,6010.0,0.165
Avalon Institute-Phoenix,Phoenix,AZ,0.3,17761.08,6720.0,0.159
Avalon Institute-Layton,Layton,UT,0.3,14378.01,5440.0,0.128
Aveda Institute-Des Moines,West Des Moines,IA,0.3,12448.61,4710.0,0.111
Fortis Institute-Lawrenceville,Lawrenceville,NJ,0.3,12342.89,4670.0,0.11
Relay Graduate School of Education,New York,NY,0.3,12210.74,4620.0,0.109
Miller-Motte College-Macon,Macon,GA,0.3,13796.55,5220.0,0.123
South University-Savannah Online,Savannah,GA,0.3,14193.0,5370.0,0.127
San Joaquin Valley College-Temecula,Temecula,CA,0.4,16651.01,6300.0,0.173
Whitworth University-Adult Degree Programs,Spokane,WA,0.3,12448.61,4710.0,0.111
The Colleges of Law at Santa Barbara,Santa Barbara,CA,0.4,15858.1,6000.0,0.165
The University of America,Temecula,CA,0.4,16651.01,6300.0,0.173
"Springfield College-Regional, Online, and Continuing Education",Springfield,MA,0.3,11867.15,4490.0,0.106
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,0.4,16280.99,6160.0,0.17
Milan Institute-Las Vegas,Las Vegas,NV,0.4,17681.78,6690.0,0.184
Catholic Distance University,Charles Town,WV,0.3,12607.19,4770.0,0.113
New York School of Esthetics & Day Spa,white plains,NY,0.3,12105.02,4580.0,0.108
Panache Academy of Beauty,Baraboo,WI,0.3,11708.57,4430.0,0.105
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,0.3,11417.83,4320.0,0.102
ASI Career Institute,Turnersville,NJ,0.3,12660.05,4790.0,0.113
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,0.3,12290.03,4650.0,0.11
City College-Hollywood,Hollywood,FL,0.3,14034.42,5310.0,0.125
Paul Mitchell the School-Arlington,Arlington,TX,0.4,14193.0,5370.0,0.148
Rocky Mountain University of Health Professions,Provo,UT,0.3,14853.76,5620.0,0.133
Paul Mitchell the School-Fort Myers,Fort Myers,FL,0.3,14933.05,5650.0,0.133
Paul Mitchell the School-Raleigh,Raleigh,NC,0.3,13558.68,5130.0,0.121
CUNY Stella and Charles Guttman Community College,New York,NY,0.3,12184.31,4610.0,0.109
Lil Lou's Beauty and Barber College,Gary,IN,0.4,11867.15,4490.0,0.124
Criswell College,Dallas,TX,0.4,13849.41,5240.0,0.144
Beverly Hills Design Institute,Beverly Hills,CA,0.4,16043.11,6070.0,0.167
Reflections Academy of Beauty,Decatur,IL,0.4,12448.61,4710.0,0.13
UCAS University of Cosmetology Arts & Sciences-La Joya,La Joya,TX,0.4,14457.3,5470.0,0.151
Annenberg School of Nursing,Reseda,CA,0.4,16228.13,6140.0,0.169
American Medical Academy,Miami,FL,0.3,14589.45,5520.0,0.13
Tooele Technical College,Tooele,UT,0.3,14563.02,5510.0,0.13
Chamberlain University-Georgia,Sandy Springs,GA,0.3,13347.24,5050.0,0.119
Chamberlain University-Indiana,Indianapolis,IN,0.3,12078.59,4570.0,0.108
Carrington College-Mesquite,Mesquite,TX,0.4,13796.55,5220.0,0.144
Sessions College for Professional Design,Tempe,AZ,0.3,17628.92,6670.0,0.157
Tulsa Welding School-Jacksonville,Jacksonville,FL,0.3,13902.27,5260.0,0.124
Empire Beauty School-Virginia Beach,Virginia Beach,VA,0.3,13241.52,5010.0,0.118
Ross Medical Education Center-Morgantown,Morgantown,WV,0.3,11602.85,4390.0,0.104
Paul Mitchell the School-Ogden,Ogden,UT,0.3,14748.04,5580.0,0.132
Miami Ad School-New York,Astoria,NY,0.3,12184.31,4610.0,0.109
Larry's Barber College,Chicago,IL,0.4,11893.58,4500.0,0.124
Futura Career Institute,Hialeah,FL,0.3,13743.69,5200.0,0.123
Flair Beauty College,Valencia,CA,0.4,16783.16,6350.0,0.175
Vogue College of Cosmetology-San Antonio Fredericksburg,San Antonio,TX,0.4,13796.55,5220.0,0.144
Vogue College of Cosmetology,San Antonio,TX,0.4,13743.69,5200.0,0.143
Tomorrow's Image Barber And Beauty Academy of Virginia,Newport News,VA,0.3,13347.24,5050.0,0.119
Medical Allied Career Center,Santa Fe Springs,CA,0.4,15699.52,5940.0,0.164
Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,0.3,12712.91,4810.0,0.114
Barber & Beauty Institute of New York,Hempstead,NY,0.3,12475.04,4720.0,0.111
Salon Institute-Toledo Campus,Toledo,OH,0.4,11629.28,4400.0,0.121
Athena Career Academy,Toledo,OH,0.4,11629.28,4400.0,0.121
Yeshiva Gedolah Zichron Leyma,Union,NJ,0.3,12316.46,4660.0,0.11
The Barber School,Midvale,UT,0.3,14615.88,5530.0,0.13
Be'er Yaakov Talmudic Seminary,Spring Valley,NY,0.3,12210.74,4620.0,0.109
Rio Grande Valley College,Pharr,TX,0.4,14193.0,5370.0,0.148
Alexander Academy,Lunenburg,MA,0.3,11946.44,4520.0,0.107
Aveda Institute-Tucson,Tucson,AZ,0.4,17655.35,6680.0,0.184
Diamond Beauty College,South El Monte,CA,0.4,15910.96,6020.0,0.166
Unitek College,South San Francisco,CA,0.4,12792.2,4840.0,0.133
University Academy of Hair Design,Tuscaloosa,AL,0.3,13532.25,5120.0,0.121
Florida Institute of Recording Sound and Technology,Orlando,FL,0.3,14272.29,5400.0,0.127
Paul Mitchell the School-Reno,Reno,NV,0.3,16280.99,6160.0,0.145
Boise Barber College,Boise,ID,0.3,14536.59,5500.0,0.13
Austin Kade Academy,Idaho Falls,ID,0.3,13611.54,5150.0,0.122
Aesthetic Science Institute,Latham,NY,0.3,11840.72,4480.0,0.106
Elaine Sterling Institute,Atlanta,GA,0.3,13320.81,5040.0,0.119
Wade Gordon Hairdressing Academy,Amarillo,TX,0.3,16201.7,6130.0,0.145
Mitsu Sato Hair Academy,Overland Park,KS,0.3,13109.37,4960.0,0.117
FVI School of Nursing and Technology,Miami,FL,0.3,14298.72,5410.0,0.128
SAE Institute of Technology-Atlanta,Atlanta,GA,0.3,13452.96,5090.0,0.12
Academy di Firenze,Jerome,ID,0.3,14959.48,5660.0,0.134
SAE Institute of Technology-Miami,North Miami Beach,FL,0.3,14457.3,5470.0,0.129
Colorado State University Global,Aurora,CO,0.3,15408.79,5830.0,0.138
Paul Mitchell the School-Overland Park,Overland Park,KS,0.3,13109.37,4960.0,0.117
Medspa Academies,South Jordan,UT,0.3,14351.58,5430.0,0.128
Brighton Institute of Cosmetology,Brighton,MI,0.3,11549.98,4370.0,0.103
West Coast University-Dallas,Richardson,TX,0.4,13955.13,5280.0,0.145
Evangel University-James River Assembly of God Church,Ozark,MO,0.3,13109.37,4960.0,0.117
Empire Beauty School-Savannah,Savannah,GA,0.3,14007.99,5300.0,0.125
Ogle School Hair Skin Nails-Denton,Denton,TX,0.4,14245.86,5390.0,0.148
Empire Beauty School-West Greensboro,Greensboro,NC,0.4,13452.96,5090.0,0.14
Hays Academy of Hair Design,Salina,KS,0.3,14034.42,5310.0,0.125
Bellus Academy,Manhattan,KS,0.3,13717.26,5190.0,0.122
MotoRing Technical Training Institute,East Providence,RI,0.3,12131.45,4590.0,0.108
Unitek College,Hayward,CA,0.4,14933.05,5650.0,0.156
Pennsylvania State University-World Campus,University Park,PA,0.4,11840.72,4480.0,0.123
Medical Career Institute,Ocean,NJ,0.3,12422.18,4700.0,0.111
Advance Beauty Techs Academy,San Jacinto,CA,0.4,16043.11,6070.0,0.167
Elevate Salon Institute-Westminster,Westminster,CO,0.3,14615.88,5530.0,0.13
Brand College,Glendale,CA,0.4,16043.11,6070.0,0.167
Hinton Barber and Beauty College,Vallejo,CA,0.4,14880.19,5630.0,0.155
Advanced Career Institute,Visalia,CA,0.4,15646.66,5920.0,0.163
Digital Film Academy,New York,NY,0.3,12184.31,4610.0,0.109
MyComputerCareer at Raleigh,Raleigh,NC,0.3,13585.11,5140.0,0.121
South University-Austin,Round Rock,TX,0.3,13796.55,5220.0,0.123
Bryant & Stratton College-Online,Orchard Park,NY,0.4,10809.94,4090.0,0.113
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,0.4,13690.83,5180.0,0.143
Ideal Beauty Academy,Louisville,KY,0.3,12395.75,4690.0,0.111
Warner Pacific University Professional and Graduate Studies,Portland,OR,0.3,10624.93,4020.0,0.095
Platt College-Riverside,Riverside,CA,0.4,16624.58,6290.0,0.173
Empire Beauty School-Glen Burnie,Glen Burnie,MD,0.3,12818.63,4850.0,0.114
International School of Cosmetology,Scottsdale,AZ,0.3,17681.78,6690.0,0.158
UEI College-Stockton,Stockton,CA,0.3,15276.64,5780.0,0.136
Ross Medical Education Center-Dayton,Dayton,OH,0.3,11999.3,4540.0,0.107
Ross Medical Education Center-Ontario,Ontario,OH,0.4,11470.69,4340.0,0.119
Ross Medical Education Center-Bowling Green,Bowling Green,KY,0.4,12607.19,4770.0,0.131
Florida Institute of Technology-Online,Melbourne,FL,0.3,14378.01,5440.0,0.128
Rasmussen University-Kansas,Topeka,KS,0.3,13400.1,5070.0,0.12
Columbia Institute,Silver Spring,MD,0.3,12845.06,4860.0,0.115
School of Missionary Aviation Technology,Ionia,MI,0.4,11391.4,4310.0,0.119
California Miramar University,San Diego,CA,0.4,15937.39,6030.0,0.166
Rocky Vista University,Parker,CO,0.3,15408.79,5830.0,0.138
The College of Health Care Professions-Dallas,Dallas,TX,0.4,13928.7,5270.0,0.145
The College of Health Care Professions-Fort Worth,Fort Worth,TX,0.4,14193.0,5370.0,0.148
Shear Finesse Beauty Academy,Jacksonville,FL,0.3,13902.27,5260.0,0.124
Miami Media School,Doral,FL,0.3,14298.72,5410.0,0.128
Academy of Salon Professionals,Sedalia,MO,0.3,13003.64,4920.0,0.116
CyberTex Institute of Technology,Austin,TX,0.3,13690.83,5180.0,0.122
New England Tractor Trailer Training School of CT-Bridgeport,Bridgeport,CT,0.4,11999.3,4540.0,0.125
Gemini School of Visual Arts & Communication,Austin,TX,0.3,13770.12,5210.0,0.123
Designer Barber & Stylist School,Ft Smith,AR,0.3,13347.24,5050.0,0.119
Paul Mitchell the School-Woodbridge,Woodbridge,VA,0.3,12950.78,4900.0,0.116
College of the Muscogee Nation,Okmulgee,OK,0.3,13558.68,5130.0,0.121
The Salon Professional Academy-Huntsville,Huntsville,AL,0.3,13030.07,4930.0,0.116
Midwives College of Utah,Salt Lake City,UT,0.3,14563.02,5510.0,0.13
Aspen Beauty Academy of Laurel,Laurel,MD,0.3,12765.77,4830.0,0.114
M T Training Center,Grand Prairie,TX,0.4,14113.71,5340.0,0.147
Berks Career & Technology Center,Leesport,PA,0.3,12078.59,4570.0,0.108
Future Generations University,Franklin,WV,0.4,12290.03,4650.0,0.128
Carthage R9 School District-Carthage Technical Center,Carthage,MO,0.3,13188.66,4990.0,0.118
Grace Mission University,Fullerton,CA,0.4,15805.24,5980.0,0.165
Verve College,Oak Brook,IL,0.4,11893.58,4500.0,0.124
Sotheby's Institute of Art-NY,New York,NY,0.3,12184.31,4610.0,0.109
Top Nails & Hair Beauty School,Taylorsville,UT,0.3,14457.3,5470.0,0.129
Santa Ana Beauty College,Santa Ana,CA,0.4,15778.81,5970.0,0.164
Shepherds College,Union Grove,WI,0.3,11708.57,4430.0,0.105
Woodruff Medical and Wellness Training,Tucker,GA,0.3,13400.1,5070.0,0.12
Helms College,Macon,GA,0.3,13796.55,5220.0,0.123
Ukiah Adult School,Ukiah,CA,0.3,15038.77,5690.0,0.134
Riverside County Office of Education-School of Career Education,Riverside,CA,0.4,16624.58,6290.0,0.173
Institute of Health Sciences,Hunt Valley,MD,0.3,12580.76,4760.0,0.112
Mid-South Christian College,Memphis,TN,0.3,13030.07,4930.0,0.116
New York Institute of Beauty,Islandia,NY,0.3,12342.89,4670.0,0.11
Ultrasound Medical Institute,Royal Palm Beach,FL,0.3,14325.15,5420.0,0.128
Xavier College School of Nursing,Stockton,CA,0.3,15355.93,5810.0,0.137
Lawrence & Company College of Cosmetology,Hanford,CA,0.3,15805.24,5980.0,0.141
Kaizen Beauty Academy,Pembroke Pines,FL,0.3,14034.42,5310.0,0.125
Southern Texas Careers Academy,McAllen,TX,0.4,14219.43,5380.0,0.148
Sharp Edgez Barber Institute,Rochester,NY,0.3,11232.82,4250.0,0.1
The Salon Professional Academy-Nashville,Nashville,TN,0.3,12660.05,4790.0,0.113
Prestige Health & Beauty Sciences Academy,Hallandale Beach,FL,0.3,14457.3,5470.0,0.129
California Career Institute,Anaheim,CA,0.4,15725.95,5950.0,0.164
Grace School of Theology,Conroe,TX,0.4,13162.23,4980.0,0.137
Yeshiva Gedolah Kesser Torah,Monsey,NY,0.3,12210.74,4620.0,0.109
Universal Training Institute,Perth Amboy,NJ,0.3,12342.89,4670.0,0.11
Yeshiva Yesodei Hatorah,Lakewood,NJ,0.3,12475.04,4720.0,0.111
Center for the Healing Arts,Voorhees,NJ,0.3,12580.76,4760.0,0.112
Bonnie Joseph Academy of Cosmetology & Barbering,Heber City,UT,0.3,13717.26,5190.0,0.122
Healthcare Training Institute,Kenner,LA,0.4,13717.26,5190.0,0.143
J D Academy of Salon and Spa,Danville,CA,0.4,15250.21,5770.0,0.159
Boca Beauty Academy,Boca Raton,FL,0.3,14219.43,5380.0,0.127
Paul Mitchell the School-Jersey Shore,Brick,NJ,0.3,12633.62,4780.0,0.113
City Pointe Beauty Academy,Webb City,MO,0.3,13215.09,5000.0,0.118
The Chrysm Institute of Esthetics,Virginia Beach,VA,0.3,13215.09,5000.0,0.118
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,CA,0.4,14959.48,5660.0,0.156
Belle Academy of Cosmetology LLC,Waterbury,CT,0.4,12157.88,4600.0,0.127
Empire Beauty School-Augusta,Augusta,GA,0.3,13796.55,5220.0,0.123
South University-High Point,High Point,NC,0.4,13452.96,5090.0,0.14
Empire Beauty School-Vernon Hills,Vernon Hills,IL,0.4,11867.15,4490.0,0.124
Empire Beauty School-Stone Park,Stone Park,IL,0.4,11629.28,4400.0,0.121
San Joaquin Valley College-Lancaster,Lancaster,CA,0.4,17919.66,6780.0,0.187
Empire Beauty School-Rochester,Rochester,NY,0.3,11127.1,4210.0,0.099
Ross Medical Education Center-Kokomo,Kokomo,IN,0.3,11946.44,4520.0,0.107
Ross Medical Education Center-Erlanger,Erlanger,KY,0.3,12316.46,4660.0,0.11
Ross Medical Education Center-Charleston,Charleston,WV,0.4,11867.15,4490.0,0.124
InterCoast Colleges-Fairfield,Fairfield,CA,0.4,15144.49,5730.0,0.158
Southern Careers Institute-San Antonio,San Antonio,TX,0.4,13743.69,5200.0,0.143
Milan Institute-Merced,Merced,CA,0.3,15488.08,5860.0,0.138
Midwest Technical Institute-Missouri,Springfield,MO,0.3,13082.93,4950.0,0.117
Augusta University,Augusta,GA,0.3,13770.12,5210.0,0.123
Middle Georgia State University,Macon,GA,0.3,13796.55,5220.0,0.123
Trenz Beauty Academy,Calumet City,IL,0.4,11787.86,4460.0,0.123
Paul Mitchell the School-Denver,Lakewood,CO,0.3,14668.75,5550.0,0.131
Academy of Interactive Entertainment,Seattle,WA,0.3,10519.21,3980.0,0.094
Arrojo Cosmetology School,New York,NY,0.3,12210.74,4620.0,0.109
Cosmetology Academy of Texarkana,Texarkana,TX,0.4,13426.53,5080.0,0.14
Veritas Baptist College,Lawrenceburg,IN,0.4,12290.03,4650.0,0.128
Lynnes Welding Training,Fargo,ND,0.3,11629.28,4400.0,0.104
Aviation Institute of Maintenance-Las Vegas,Las Vegas,NV,0.4,17787.51,6730.0,0.185
UEI College-Bakersfield,Bakersfield,CA,0.4,15963.82,6040.0,0.166
DeVry College of New York,New York,NY,0.3,12184.31,4610.0,0.109
DeVry University-Arizona,Phoenix,AZ,0.3,17734.65,6710.0,0.158
DeVry University-California,Ontario,CA,0.4,16175.26,6120.0,0.168
DeVry University-Colorado,Westminster,CO,0.3,14483.73,5480.0,0.129
DeVry University-Florida,Miramar,FL,0.3,13955.13,5280.0,0.125
DeVry University-Georgia,Decatur,GA,0.3,13479.39,5100.0,0.12
DeVry University-Illinois,Naperville,IL,0.4,11840.72,4480.0,0.123
DeVry University-Indiana,Merrillville,IN,0.4,11814.29,4470.0,0.123
DeVry University-Missouri,Kansas City,MO,0.3,13109.37,4960.0,0.117
DeVry University-Nevada,Henderson,NV,0.4,17628.92,6670.0,0.184
DeVry University-New Jersey,Iselin,NJ,0.3,12316.46,4660.0,0.11
DeVry University-North Carolina,Charlotte,NC,0.3,13690.83,5180.0,0.122
DeVry University-Ohio,Columbus,OH,0.3,11708.57,4430.0,0.105
DeVry University-Pennsylvania,Ft. Washington,PA,0.3,12422.18,4700.0,0.111
DeVry University-Tennessee,Nashville,TN,0.3,12739.34,4820.0,0.114
