INSTNM,CITY,STABBR,CreditBaseline,YearlyEstimatedSavings,ANNUAL AVG,estimatedReturnRate
MiraCosta College,Oceanside,CA,0.4,15118.06,5720.0,0.157
Mission College,Santa Clara,CA,0.3,15488.08,5860.0,0.138
Modern Beauty Academy,Oxnard,CA,0.4,15303.07,5790.0,0.159
Modesto Junior College,Modesto,CA,0.3,15488.08,5860.0,0.138
Moler Barber College,Oakland,CA,0.4,14536.59,5500.0,0.151
Middlebury Institute of International Studies at Monterey,Monterey,CA,0.3,14668.75,5550.0,0.131
Monterey Peninsula College,Monterey,CA,0.3,14668.75,5550.0,0.131
Moorpark College,Moorpark,CA,0.4,16333.85,6180.0,0.17
Mt San Antonio College,Walnut,CA,0.4,15831.67,5990.0,0.165
Mount Saint Mary's University,Los Angeles,CA,0.4,15884.53,6010.0,0.165
Mt San Jacinto Community College District,San Jacinto,CA,0.4,16756.73,6340.0,0.175
Musicians Institute,Hollywood,CA,0.4,16280.99,6160.0,0.17
Napa Valley College,Napa,CA,0.3,14959.48,5660.0,0.134
National Holistic Institute,Emeryville,CA,0.4,14536.59,5500.0,0.151
National University,San Diego,CA,0.4,15990.25,6050.0,0.167
Naval Postgraduate School,Monterey,CA,0.3,14668.75,5550.0,0.131
Newschool of Architecture and Design,San Diego,CA,0.4,15937.39,6030.0,0.166
North Adrian's College of Beauty Inc,Modesto,CA,0.3,15435.22,5840.0,0.138
North Orange County Community College District,Anaheim,CA,0.4,15805.24,5980.0,0.165
North-West College-Pomona,Pomona,CA,0.4,16043.11,6070.0,0.167
North-West College-West Covina,West Covina,CA,0.4,15752.38,5960.0,0.164
North-West College-Van Nuys,Van Nuys,CA,0.4,16280.99,6160.0,0.17
San Francisco Bay University,Fremont,CA,0.4,15038.77,5690.0,0.157
Notre Dame de Namur University,Belmont,CA,0.4,14800.9,5600.0,0.154
Occidental College,Los Angeles,CA,0.4,16043.11,6070.0,0.167
Ohlone College,Fremont,CA,0.4,15355.93,5810.0,0.16
Orange Coast College,Costa Mesa,CA,0.4,15012.34,5680.0,0.156
Otis College of Art and Design,Los Angeles,CA,0.4,15197.35,5750.0,0.158
Oxnard College,Oxnard,CA,0.4,15303.07,5790.0,0.159
Hope International University,Fullerton,CA,0.4,15725.95,5950.0,0.164
Concorde Career College-San Diego,San Diego,CA,0.4,15937.39,6030.0,0.166
Palo Alto University,Palo Alto,CA,0.3,15435.22,5840.0,0.138
Pacific Oaks College,Pasadena,CA,0.4,15884.53,6010.0,0.165
Pacific School of Religion,Berkeley,CA,0.4,14536.59,5500.0,0.151
Pacific States University,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Pacific Union College,Angwin,CA,0.3,15091.63,5710.0,0.135
University of the Pacific,Stockton,CA,0.3,15276.64,5780.0,0.136
Palo Verde College,Blythe,CA,0.4,17549.63,6640.0,0.183
Palomar College,San Marcos,CA,0.4,16122.4,6100.0,0.168
Pasadena City College,Pasadena,CA,0.4,15884.53,6010.0,0.165
Pepperdine University,Malibu,CA,0.4,15963.82,6040.0,0.166
Peralta Community College System Office,Oakland,CA,0.4,14668.75,5550.0,0.153
Pitzer College,Claremont,CA,0.4,16016.68,6060.0,0.167
Platt College-San Diego,San Diego,CA,0.4,16175.26,6120.0,0.168
Point Loma Nazarene University,San Diego,CA,0.4,14985.91,5670.0,0.156
Pomona College,Claremont,CA,0.4,16043.11,6070.0,0.167
Porterville College,Porterville,CA,0.4,15778.81,5970.0,0.164
Professional Institute of Beauty,El Monte,CA,0.4,15910.96,6020.0,0.166
Santa Ana College,Santa Ana,CA,0.4,15778.81,5970.0,0.164
Pardee RAND Graduate School,Santa Monica,CA,0.4,15884.53,6010.0,0.165
Shasta School of Cosmetology,Redding,CA,0.3,15065.2,5700.0,0.135
University of Redlands,Redlands,CA,0.4,16677.44,6310.0,0.174
College of the Redwoods,Eureka,CA,0.3,12422.18,4700.0,0.111
Salon Success Academy-Upland,Upland,CA,0.4,16228.13,6140.0,0.169
Salon Success Academy-Corona,Corona,CA,0.4,16043.11,6070.0,0.167
Rio Hondo College,Whittier,CA,0.4,15910.96,6020.0,0.166
Riverside City College,Riverside,CA,0.4,16571.72,6270.0,0.173
Dongguk University Los Angeles,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Sacramento City College,Sacramento,CA,0.3,15197.35,5750.0,0.136
Saddleback College,Mission Viejo,CA,0.4,15805.24,5980.0,0.165
Samuel Merritt University,Oakland,CA,0.4,14536.59,5500.0,0.151
San Diego Community College District-District Office,San Diego,CA,0.4,15937.39,6030.0,0.166
San Diego City College,San Diego,CA,0.4,15937.39,6030.0,0.166
San Diego Mesa College,San Diego,CA,0.4,15990.25,6050.0,0.167
San Diego Miramar College,San Diego,CA,0.4,15910.96,6020.0,0.166
San Diego State University,San Diego,CA,0.4,16175.26,6120.0,0.168
University of San Diego,San Diego,CA,0.4,15937.39,6030.0,0.166
San Francisco Art Institute,San Francisco,CA,0.4,14087.28,5330.0,0.147
San Francisco Conservatory of Music,San Francisco,CA,0.4,13109.37,4960.0,0.137
San Francisco State University,San Francisco,CA,0.4,13109.37,4960.0,0.137
University of San Francisco,San Francisco,CA,0.4,13109.37,4960.0,0.137
San Joaquin College of Law,Clovis,CA,0.3,15646.66,5920.0,0.14
San Joaquin Delta College,Stockton,CA,0.3,15276.64,5780.0,0.136
San Joaquin Valley College-Visalia,Visalia,CA,0.4,15646.66,5920.0,0.163
San Joaquin Valley College-Bakersfield,Bakersfield,CA,0.4,15963.82,6040.0,0.166
William Jessup University,Rocklin,CA,0.3,15118.06,5720.0,0.135
San Jose-Evergreen Community College District,San Jose,CA,0.3,15488.08,5860.0,0.138
San Jose City College,San Jose,CA,0.3,15488.08,5860.0,0.138
San Jose State University,San Jose,CA,0.3,15488.08,5860.0,0.138
San Mateo County Community College District Office,San Mateo,CA,0.4,14721.61,5570.0,0.153
College of San Mateo,San Mateo,CA,0.4,14721.61,5570.0,0.153
Santa Barbara Business College-Bakersfield,Bakersfield,CA,0.4,15963.82,6040.0,0.166
Santa Barbara City College,Santa Barbara,CA,0.4,15778.81,5970.0,0.164
Santa Clara University,Santa Clara,CA,0.3,15488.08,5860.0,0.138
Santa Monica College,Santa Monica,CA,0.4,15884.53,6010.0,0.165
Santa Rosa Junior College,Santa Rosa,CA,0.3,14774.47,5590.0,0.132
Saybrook University,Pasadena,CA,0.4,15884.53,6010.0,0.165
Scripps College,Claremont,CA,0.4,16016.68,6060.0,0.167
College of the Sequoias,Visalia,CA,0.4,15646.66,5920.0,0.163
Shasta Bible College and Graduate School,Redding,CA,0.3,15065.2,5700.0,0.135
Shasta College,Redding,CA,0.3,14959.48,5660.0,0.134
Sierra College,Rocklin,CA,0.3,15144.49,5730.0,0.135
Sierra College of Beauty,Merced,CA,0.3,15488.08,5860.0,0.138
Trinity Law School,Santa Ana,CA,0.4,15778.81,5970.0,0.164
Simpson University,Redding,CA,0.3,14959.48,5660.0,0.134
College of the Siskiyous,Weed,CA,0.4,15303.07,5790.0,0.159
Charles A Jones Career and Education Center,Sacramento,CA,0.3,15197.35,5750.0,0.136
Skyline College,San Bruno,CA,0.4,12792.2,4840.0,0.133
San Bernardino Valley College,San Bernardino,CA,0.4,16466.0,6230.0,0.172
Saint Mary's College of California,Moraga,CA,0.4,14668.75,5550.0,0.153
Solano Community College,Fairfield,CA,0.4,15144.49,5730.0,0.158
Sonoma State University,Rohnert Park,CA,0.3,14800.9,5600.0,0.132
South Baylo University,Anaheim,CA,0.4,15805.24,5980.0,0.165
South Coast College,Orange,CA,0.4,15778.81,5970.0,0.164
Vanguard University of Southern California,Costa Mesa,CA,0.4,15012.34,5680.0,0.156
Concorde Career College-Garden Grove,Garden Grove,CA,0.4,15858.1,6000.0,0.165
Southwestern College,Chula Vista,CA,0.4,16201.7,6130.0,0.169
Starr King School for the Ministry,Oakland,CA,0.4,14536.59,5500.0,0.151
State Center Community College District,Fresno,CA,0.3,15620.23,5910.0,0.139
Marshall B Ketchum University,Fullerton,CA,0.4,15725.95,5950.0,0.164
Southern California Institute of Architecture,Los Angeles,CA,0.4,16016.68,6060.0,0.167
University of Southern California,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Southwestern Law School,Los Angeles,CA,0.4,16016.68,6060.0,0.167
Taft College,Taft,CA,0.4,16175.26,6120.0,0.168
Claremont School of Theology,Claremont,CA,0.4,16016.68,6060.0,0.167
Thomas Aquinas College,Santa Paula,CA,0.4,16254.56,6150.0,0.169
Epic Bible College & Graduate School,Sacramento,CA,0.3,15012.34,5680.0,0.134
University of California-System Administration Central Office,Oakland,CA,0.4,14536.59,5500.0,0.151
UEI College-Huntington Park,Huntington Park,CA,0.4,15858.1,6000.0,0.165
Concorde Career College-San Bernardino,San Bernardino,CA,0.4,16598.15,6280.0,0.173
Concorde Career College-North Hollywood,North Hollywood,CA,0.4,16280.99,6160.0,0.17
Ventura County Community College System Office,Camarillo,CA,0.4,16122.4,6100.0,0.168
Ventura College,Ventura,CA,0.4,15223.78,5760.0,0.159
The Colleges of Law at Ventura,Ventura,CA,0.4,15223.78,5760.0,0.159
Bridges Beauty College,Victorville,CA,0.4,18210.39,6890.0,0.19
Victor Valley College,Victorville,CA,0.4,18236.82,6900.0,0.19
Berkeley City College,Berkeley,CA,0.4,14536.59,5500.0,0.151
West Valley Mission Community College District Office,Saratoga,CA,0.3,15488.08,5860.0,0.138
Walden University,Minneapolis,MN,0.3,12052.16,4560.0,0.108
Waynes College of Beauty,Salinas,CA,0.3,14748.04,5580.0,0.132
West Hills College-Coalinga,Coalinga,CA,0.3,16413.14,6210.0,0.147
West Los Angeles College,Culver City,CA,0.4,16043.11,6070.0,0.167
West Valley College,Saratoga,CA,0.3,15488.08,5860.0,0.138
Carrington College-Sacramento,Sacramento,CA,0.3,15091.63,5710.0,0.135
Westminster Theological Seminary in California,Escondido,CA,0.4,16254.56,6150.0,0.169
Westmont College,Santa Barbara,CA,0.4,15778.81,5970.0,0.164
Whittier College,Whittier,CA,0.4,15699.52,5940.0,0.164
Woodbury University,Burbank,CA,0.4,16386.71,6200.0,0.171
The Wright Institute,Berkeley,CA,0.4,14536.59,5500.0,0.151
Thomas Jefferson School of Law,San Diego,CA,0.4,15937.39,6030.0,0.166
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,0.4,16043.11,6070.0,0.167
Yosemite Community College District Office,Modesto,CA,0.3,15488.08,5860.0,0.138
Yuba College,Marysville,CA,0.4,15170.92,5740.0,0.158
The Salon Professional Academy-Grand Junction,Grand Junction,CO,0.3,15514.51,5870.0,0.139
Adams State University,Alamosa,CO,0.3,17047.46,6450.0,0.152
Aims Community College,Greeley,CO,0.3,15012.34,5680.0,0.134
Arapahoe Community College,Littleton,CO,0.3,14668.75,5550.0,0.131
Bel-Rea Institute of Animal Technology,Denver,CO,0.3,15488.08,5860.0,0.138
University of Colorado Denver/Anschutz Medical Campus,Denver,CO,0.3,15408.79,5830.0,0.138
University of Colorado Colorado Springs,Colorado Springs,CO,0.3,15461.65,5850.0,0.138
Spartan College of Aeronautics and Technology,Broomfield,CO,0.3,14166.57,5360.0,0.126
University of Colorado Boulder,Boulder,CO,0.3,14140.14,5350.0,0.126
Colorado Christian University,Lakewood,CO,0.3,14668.75,5550.0,0.131
Colorado College,Colorado Springs,CO,0.4,15461.65,5850.0,0.161
Concorde Career College-Aurora,Aurora,CO,0.3,15408.79,5830.0,0.138
Colorado Mountain College,Glenwood Springs,CO,0.3,14351.58,5430.0,0.128
Colorado Northwestern Community College,Rangely,CO,0.4,15303.07,5790.0,0.159
Colorado School of Mines,Golden,CO,0.4,14245.86,5390.0,0.148
Colorado School of Trades,Lakewood,CO,0.3,14351.58,5430.0,0.128
Colorado State University-Fort Collins,Fort Collins,CO,0.3,13981.56,5290.0,0.125
Colorado Technical University-Colorado Springs,Colorado Springs,CO,0.3,15461.65,5850.0,0.138
Community College of Aurora,Aurora,CO,0.3,15408.79,5830.0,0.138
Technical College of the Rockies,Delta,CO,0.3,15752.38,5960.0,0.141
Community College of Denver,Denver,CO,0.3,14668.75,5550.0,0.131
Lincoln College of Technology-Denver,Denver,CO,0.3,15408.79,5830.0,0.138
Denver Seminary,Littleton,CO,0.3,14668.75,5550.0,0.131
University of Denver,Denver,CO,0.3,15488.08,5860.0,0.138
Emily Griffith Technical College,Denver,CO,0.3,15461.65,5850.0,0.138
Fort Lewis College,Durango,CO,0.3,16175.26,6120.0,0.144
Front Range Community College,Westminster,CO,0.3,14483.73,5480.0,0.129
Iliff School of Theology,Denver,CO,0.3,15488.08,5860.0,0.138
International Salon and Spa Academy,Colorado Springs,CO,0.3,15673.09,5930.0,0.14
Lamar Community College,Lamar,CO,0.4,15831.67,5990.0,0.165
Colorado Mesa University,Grand Junction,CO,0.3,15514.51,5870.0,0.139
Metropolitan State University of Denver,Denver,CO,0.3,14668.75,5550.0,0.131
Morgan Community College,Fort  Morgan,CO,0.3,15144.49,5730.0,0.135
Naropa University,Boulder,CO,0.3,14140.14,5350.0,0.126
Nazarene Bible College,Colorado Springs,CO,0.3,15461.65,5850.0,0.138
Northeastern Junior College,Sterling,CO,0.3,14959.48,5660.0,0.134
University of Northern Colorado,Greeley,CO,0.3,15038.77,5690.0,0.134
Otero College,La Junta,CO,0.3,16201.7,6130.0,0.145
Pikes Peak State College,Colorado Springs,CO,0.3,15778.81,5970.0,0.141
Pueblo Community College,Pueblo,CO,0.3,16228.13,6140.0,0.145
Red Rocks Community College,Lakewood,CO,0.3,14351.58,5430.0,0.128
Regis University,Denver,CO,0.3,14668.75,5550.0,0.131
Rocky Mountain College of Art and Design,Lakewood,CO,0.3,14668.75,5550.0,0.131
Montessori Education Center of the Rockies,Denver,CO,0.3,15461.65,5850.0,0.138
Colorado State University Pueblo,Pueblo,CO,0.3,16360.28,6190.0,0.146
Pickens Technical College,Aurora,CO,0.3,15408.79,5830.0,0.138
Intellitec College-Colorado Springs,Colorado Springs,CO,0.3,15725.95,5950.0,0.14
Intellitec College-Grand Junction,Grand Junction,CO,0.4,15488.08,5860.0,0.161
Trinidad State College,Trinidad,CO,0.4,16386.71,6200.0,0.171
University of Colorado System Office,Denver,CO,0.3,15461.65,5850.0,0.138
United States Air Force Academy,USAF Academy,CO,0.3,15355.93,5810.0,0.137
Empire Beauty School-Thornton,Thornton,CO,0.3,15382.36,5820.0,0.137
Western Colorado University,Gunnison,CO,0.3,15144.49,5730.0,0.135
Albertus Magnus College,New Haven,CT,0.4,12263.6,4640.0,0.128
Asnuntuck Community College,Enfield,CT,0.3,11946.44,4520.0,0.107
Bais Binyomin Academy,Monsey,NY,0.3,12210.74,4620.0,0.109
University of Bridgeport,Bridgeport,CT,0.4,11999.3,4540.0,0.125
Central Connecticut State University,New Britain,CT,0.3,12078.59,4570.0,0.108
Charter Oak State College,New Britain,CT,0.3,12078.59,4570.0,0.108
Cortiva Institute,Cromwell,CT,0.3,12052.16,4560.0,0.108
Connecticut College,New London,CT,0.3,12342.89,4670.0,0.11
Porter & Chester Institute of Hamden,Hamden,CT,0.4,12263.6,4640.0,0.128
University of Connecticut,Storrs,CT,0.3,11999.3,4540.0,0.107
Goodwin University,East Hartford,CT,0.3,11972.87,4530.0,0.107
Lincoln Technical Institute-East Windsor,East Windsor,CT,0.3,11946.44,4520.0,0.107
Eastern Connecticut State University,Willimantic,CT,0.3,12025.73,4550.0,0.107
Fairfield University,Fairfield,CT,0.4,12395.75,4690.0,0.129
Paul Mitchell the School-North Haven,North Haven,CT,0.4,12316.46,4660.0,0.128
Capital Community College,Hartford,CT,0.3,11972.87,4530.0,0.107
Rensselaer at Hartford,Hartford,CT,0.3,11972.87,4530.0,0.107
American Institute-West Hartford,West Hartford,CT,0.3,11999.3,4540.0,0.107
Hartford International University for Religion and Peace,Hartford,CT,0.3,11999.3,4540.0,0.107
University of Hartford,West Hartford,CT,0.3,11999.3,4540.0,0.107
Holy Apostles College and Seminary,Cromwell,CT,0.3,12052.16,4560.0,0.108
Housatonic Community College,Bridgeport,CT,0.4,11999.3,4540.0,0.125
Manchester Community College,Manchester,CT,0.3,11946.44,4520.0,0.107
Naugatuck Valley Community College,Waterbury,CT,0.4,12157.88,4600.0,0.127
Middlesex Community College,Middletown,CT,0.3,12157.88,4600.0,0.109
Mitchell College,New London,CT,0.3,12263.6,4640.0,0.109
Three Rivers Community College,Norwich,CT,0.3,12184.31,4610.0,0.109
Lincoln Technical Institute-New Britain,New Britain,CT,0.3,12078.59,4570.0,0.108
New England Tractor Trailer Training School of Connecticut,Somers,CT,0.3,11867.15,4490.0,0.106
University of New Haven,West Haven,CT,0.4,12237.17,4630.0,0.127
Norwalk Community College,Norwalk,CT,0.4,12290.03,4650.0,0.128
Northwestern Connecticut Community College,Winsted,CT,0.3,11999.3,4540.0,0.107
Paier College,Bridgeport,CT,0.4,11999.3,4540.0,0.125
Porter & Chester Institute,Bridgeport,CT,0.4,12395.75,4690.0,0.129
Post University,Waterbury,CT,0.4,12157.88,4600.0,0.127
Quinebaug Valley Community College,Danielson,CT,0.3,12078.59,4570.0,0.108
Quinnipiac University,Hamden,CT,0.4,12184.31,4610.0,0.127
Sacred Heart University,Fairfield,CT,0.4,12263.6,4640.0,0.128
University of Saint Joseph,West Hartford,CT,0.3,11999.3,4540.0,0.107
Gateway Community College,New Haven,CT,0.4,12263.6,4640.0,0.128
Southern Connecticut State University,New Haven,CT,0.4,12263.6,4640.0,0.128
Stone Academy-West Haven,West Haven,CT,0.4,12237.17,4630.0,0.127
Trinity College,Hartford,CT,0.3,11972.87,4530.0,0.107
Tunxis Community College,Farmington,CT,0.3,12052.16,4560.0,0.108
United States Coast Guard Academy,New London,CT,0.3,12342.89,4670.0,0.11
Wesleyan University,Middletown,CT,0.3,12157.88,4600.0,0.109
Western Connecticut State University,Danbury,CT,0.4,12184.31,4610.0,0.127
Yale University,New Haven,CT,0.4,12263.6,4640.0,0.128
Margaret H Rollins School of Nursing at Beebe Medical Center,Lewes,DE,0.3,12871.49,4870.0,0.115
Dawn Career Institute LLC,Newark,DE,0.3,12686.48,4800.0,0.113
Delaware Technical Community College-Central Office,Dover,DE,0.4,12686.48,4800.0,0.132
Delaware Technical Community College-Terry,Dover,DE,0.4,12712.91,4810.0,0.132
Delaware State University,Dover,DE,0.4,12712.91,4810.0,0.132
University of Delaware,Newark,DE,0.3,12712.91,4810.0,0.114
Goldey-Beacom College,Wilmington,DE,0.3,12633.62,4780.0,0.113
Schilling-Douglas School of Hair Design LLC,Newark,DE,0.3,12527.9,4740.0,0.112
Wilmington University,New Castle,DE,0.3,12554.33,4750.0,0.112
American University,Washington,DC,0.3,12871.49,4870.0,0.115
The Catholic University of America,Washington,DC,0.3,12818.63,4850.0,0.114
University of the District of Columbia,Washington,DC,0.3,12871.49,4870.0,0.115
Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,Washington,DC,0.3,12818.63,4850.0,0.114
Gallaudet University,Washington,DC,0.3,12818.63,4850.0,0.114
George Washington University,Washington,DC,0.3,12871.49,4870.0,0.115
Georgetown University,Washington,DC,0.3,12871.49,4870.0,0.115
Howard University,Washington,DC,0.3,12871.49,4870.0,0.115
Strayer University-District of Columbia,Washington,DC,0.3,12871.49,4870.0,0.115
National Conservatory of Dramatic Arts,Washington,DC,0.3,12871.49,4870.0,0.115
Trinity Washington University,Washington,DC,0.3,12871.49,4870.0,0.115
Wesley Theological Seminary,Washington,DC,0.3,12871.49,4870.0,0.115
Atlantic Technical College,Coconut Creek,FL,0.3,14245.86,5390.0,0.127
The Baptist College of Florida,Graceville,FL,0.3,14007.99,5300.0,0.125
Barry University,Miami,FL,0.3,14510.16,5490.0,0.13
Bethune-Cookman University,Daytona Beach,FL,0.3,14457.3,5470.0,0.129
Lynn University,Boca Raton,FL,0.3,14219.43,5380.0,0.127
North Florida Technical College,Starke,FL,0.3,14034.42,5310.0,0.125
Eastern Florida State College,Melbourne,FL,0.3,14589.45,5520.0,0.13
Broward College,Fort Lauderdale,FL,0.3,14430.87,5460.0,0.129
Albizu University-Miami,Miami,FL,0.3,14298.72,5410.0,0.128
College of Central Florida,Ocala,FL,0.3,14193.0,5370.0,0.127
Johnson University Florida,Kissimmee,FL,0.3,14457.3,5470.0,0.129
University of Central Florida,Orlando,FL,0.3,14298.72,5410.0,0.128
Charlotte Technical College,Port Charlotte,FL,0.3,14748.04,5580.0,0.132
Chipola College,Marianna,FL,0.3,13981.56,5290.0,0.125
Lorenzo Walker Technical College,Naples,FL,0.3,14985.91,5670.0,0.134
Daytona State College,Daytona Beach,FL,0.3,14457.3,5470.0,0.129
South University-West Palm Beach,Royal Palm Beach,FL,0.3,14325.15,5420.0,0.128
Eckerd College,Saint Petersburg,FL,0.3,15144.49,5730.0,0.135
Florida SouthWestern State College,Fort Myers,FL,0.3,14906.62,5640.0,0.133
Edward Waters University,Jacksonville,FL,0.3,14034.42,5310.0,0.125
Embry-Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,0.3,14272.29,5400.0,0.127
Florida Agricultural and Mechanical University,Tallahassee,FL,0.3,14140.14,5350.0,0.126
Florida Atlantic University,Boca Raton,FL,0.3,14219.43,5380.0,0.127
Florida State College at Jacksonville,Jacksonville,FL,0.3,14034.42,5310.0,0.125
Flagler College,Saint Augustine,FL,0.3,14272.29,5400.0,0.127
Florida College,Temple Terrace,FL,0.3,14430.87,5460.0,0.129
Concorde Career Institute-Jacksonville,Jacksonville,FL,0.3,14034.42,5310.0,0.125
Concorde Career Institute-Miramar,Miramar,FL,0.3,14007.99,5300.0,0.125
